sex,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17
0,0.5566730507163976,0.06461676580598927,0.4596061112007232,0.08342924192672033,0.3952846452566016,0.11778245919066399,0.3613696904860648,0.15704327892088532,0.328624216914512,0.20284756860614353,0.328624216914512,0.27973334057782695,0.3251157733175599,0.31735829281928907,0.4362164872210426,0.5169341264479141,0.47363988558853154,0.6747953391131791,0.5976048926808386,0.7050588876552247,0.6385367346452796,0.622447579472884,0.5835711182930302,0.5373824700574045,0.5028769155631323,0.445773890686888,0.4958600283692281,0.33780663642877934,0.5917574866859184,0.2977278829541784,0.6268419226554393,0.24292632208074447,0.5917574866859184,0.18158129125227365,0.46311455479767527,0.18076335750789405
0,0.60189688868111,0.17153706487129203,0.5193081264088579,0.15228290452859597,0.43171398460495414,0.1671611193388611,0.391670948351741,0.21354614198262883,0.3428684979181375,0.280935703182065,0.3328577388548342,0.3413237515296117,0.31033353096240185,0.3912095305993241,0.3879169137030023,0.5846263231327707,0.4429760885511703,0.7587889553235213,0.574367301257026,0.7806686829856759,0.6119076477444133,0.6826475030592234,0.5418323343012903,0.6187586982857319,0.4692543310923415,0.5137360055073898,0.4855218145702093,0.3982110434512136,0.6031482335640229,0.39033434149283797,0.6544533737634523,0.3395733733166393,0.6306778209881069,0.2861868378209821,0.4730083657410802,0.25818078641342423
1,0.3275039745627981,0.19542619542619544,0.43720190779014306,0.19126819126819128,0.5230524642289348,0.21621621621621623,0.575516693163752,0.2588357588357588,0.6104928457869634,0.31704781704781704,0.6168521462639109,0.40332640332640335,0.6232114467408585,0.4584199584199584,0.5437201907790143,0.6777546777546778,0.5214626391096979,0.8534303534303534,0.3751987281399046,0.9022869022869023,0.31001589825119236,0.7837837837837838,0.35135135135135137,0.6881496881496881,0.43084260731319557,0.5966735966735967,0.44038155802861684,0.47401247401247404,0.32591414944356123,0.45114345114345117,0.2384737678855326,0.39501039501039503,0.23529411764705882,0.32224532224532226,0.47058823529411764,0.30457380457380456
1,0.5944956396267835,0.11144874148241705,0.49847744353585977,0.12073613660595181,0.4586401068598382,0.1535992270430748,0.4167598298414565,0.19146322254671647,0.3861157247060553,0.23504253812637957,0.4065451281296561,0.2900524938580854,0.40041630710257586,0.32505882932371644,0.50358479439176,0.49937609164236874,0.554658302950762,0.6372581884763847,0.6486335586993257,0.6579762237519622,0.6772347234923668,0.5879635528207002,0.6486335586993257,0.5136643918324222,0.5587441836354822,0.4257913456635934,0.5505724222660419,0.32863090437122977,0.6333115061316251,0.3100561141241603,0.6690629621229265,0.26219030848748115,0.6455691481857856,0.20789476776527796,0.5158424364459204,0.20289386269875925
1,0.6168499030534846,0.23152481882501966,0.5442793262236629,0.22244541416521496,0.48985139360129665,0.2605789137363947,0.450974298871035,0.2887250681817892,0.410801300983098,0.3441094366065978,0.40302588203704565,0.40403350736130883,0.387475044144941,0.4457987687964104,0.47689236202454277,0.6119518740708363,0.4846677809705951,0.7781049793452621,0.5818605177962493,0.8180543598484028,0.6220335156841862,0.7336158965122191,0.5831564209539246,0.680955349485352,0.4885554904436213,0.574726314965637,0.4924431999166474,0.4703131613778831,0.5779728083232231,0.42945584040876195,0.6635024167297987,0.40040174549738694,0.6570229009414217,0.34592531753855876,0.5222489725431814,0.3223188654230666
1,0.4955325736335126,0.06738956119943615,0.574367301257026,0.08226777600970127,0.6281751312222811,0.1137745838432039,0.6607100981780167,0.161909984699944,0.6769775816558846,0.19516717074641898,0.6832343060704492,0.25205446266802095,0.6982504446654041,0.30194024173773343,0.5843780603203292,0.4515975789468708,0.5856294052032421,0.5907526468781741,0.48427046968729637,0.6222594547116767,0.43171398460495414,0.5364909222760307,0.48427046968729637,0.46647579375713594,0.5681105768424614,0.39558547613175504,0.5480890587158548,0.3080665654831367,0.4604949169119511,0.2791853249690926,0.4242059153074767,0.22492360036694922,0.4429760885511703,0.17941376682966767,0.5856294052032421,0.18641527968155713
1,0.4851983313105192,0.1321667767579946,0.5628300643202023,0.1500271519955614,0.6108391623656642,0.17931816738517103,0.6547623797264059,0.21646774787931006,0.681320604177087,0.2707632886015132,0.6721273726364666,0.3136281891716736,0.6772347234923668,0.3714958049413902,0.5893882887708833,0.5486707272980532,0.554658302950762,0.6922681442080906,0.4565971665174781,0.7208447445881975,0.40041630710257586,0.6379726034858874,0.42799600172443697,0.5701031775831334,0.49847744353585977,0.47365715130027247,0.5097136154188402,0.3736390499698982,0.429017471895617,0.34006154452327253,0.3881586650484154,0.28576600380106937,0.403480717616116,0.22718397302185014,0.5515938924372219,0.21718216288881273
0,0.5590120131143657,0.1488639414770892,0.4420638932159628,0.14722807398833,0.3941151640576176,0.17258402006409793,0.3356411041084162,0.21348070728307847,0.2783365253581988,0.27809747308906774,0.2596248261744543,0.3345349014512609,0.24793001418461405,0.38115712488089876,0.33447162290943216,0.6003633683746344,0.3824203520677773,0.7533169785736218,0.5227580959458608,0.7917598645594635,0.575384749900142,0.6976974839558082,0.5426392763285892,0.6150861757734675,0.46194507359869125,0.5275672651248491,0.4397249308179947,0.4514994268975453,0.5438087575275733,0.3844288598584172,0.6057912610737267,0.3312631664737425,0.5847405994920143,0.26337466569023477,0.42101323163425025,0.24210838833636486
1,0.4175047880372982,0.14150253777767272,0.5040463967621163,0.1554074114321261,0.5496561635224934,0.18321715874103287,0.5835711182930302,0.21675244226059692,0.6092997046706788,0.24783392454702213,0.6303503662523914,0.32226589528556676,0.6420451782422316,0.36807018497082494,0.5566730507163976,0.5578308136668947,0.5157412087519566,0.6919719477451509,0.3952846452566016,0.7304148337309927,0.3613696904860648,0.6453497243155131,0.39294568285863357,0.5872764284645607,0.47831781038446763,0.5063009877709792,0.47363988558853154,0.38197505862527836,0.37540346487387316,0.3541653113163716,0.33213266051146406,0.3009996179316969,0.3648781340830169,0.24946979203578137,0.492351584772276,0.2388366533588464
1,0.30842607313195547,0.21101871101871103,0.42130365659777425,0.21725571725571727,0.48171701112877585,0.23700623700623702,0.548489666136725,0.2733887733887734,0.5930047694753577,0.3471933471933472,0.5993640699523053,0.4386694386694387,0.6136724960254372,0.502079002079002,0.4912559618441971,0.7037422037422038,0.43084260731319557,0.9043659043659044,0.29411764705882354,0.9521829521829522,0.24324324324324326,0.8274428274428275,0.3036565977742448,0.7661122661122661,0.4117647058823529,0.6496881496881497,0.3815580286168522,0.5187110187110187,0.24006359300476948,0.47505197505197505,0.18600953895071543,0.4106029106029106,0.20508744038155802,0.34511434511434513,0.4276629570747218,0.33471933471933474
